zip,latitude,longitude
60008,42.073000,-88.019100
60009,42.003900,-87.970300
60016,42.046700,-87.885900
60017,42.028800,-87.894400
60018,42.015500,-87.868700
60019,42.024300,-87.907100
60022,42.133300,-87.761500
60025,42.075800,-87.822300
60026,42.069800,-87.787800
60029,42.058000,-87.791600
60038,42.098000,-88.014100
60043,42.088400,-87.716500
60053,42.043100,-87.789900
60055,42.098000,-88.014100
60056,42.062400,-87.937700
60062,42.125400,-87.846500
60065,42.127500,-87.829000
60067,42.113900,-88.042900
60068,42.012200,-87.841700
60070,42.105800,-87.939500
60074,42.145800,-88.023000
60076,42.036200,-87.732800
60077,42.034500,-87.754100
60078,42.110300,-88.034200
60082,42.116400,-87.812100
60090,42.134000,-87.934100
60091,42.076500,-87.724600
60093,42.105400,-87.753500
60094,42.110300,-88.034200
60095,42.110300,-88.034200
60103,41.979400,-88.206300
60104,41.882500,-87.878600
60107,42.022500,-88.169000
60130,41.874400,-87.810600
60131,41.933900,-87.873400
60141,41.862300,-87.835500
60153,41.879300,-87.843300
60154,41.852400,-87.884500
60155,41.857700,-87.856200
60159,42.033400,-88.083400
60160,41.900300,-87.858100
60161,41.900600,-87.856700
60162,41.872500,-87.901600
60163,41.888800,-87.909000
60164,41.921400,-87.892400
60165,41.903000,-87.881100
60168,42.033400,-88.083400
60169,42.049300,-88.106500
60171,41.927900,-87.838700
60173,42.058100,-88.048200
60176,41.956300,-87.869200
60179,42.079300,-88.223700
60192,42.042800,-88.079800
60193,42.014400,-88.093500
60194,42.028900,-88.116700
60195,42.076400,-88.109300
60196,42.056400,-88.072500
60201,42.054600,-87.694300
60202,42.030200,-87.686500
60203,42.048500,-87.717600
60204,42.041100,-87.690100
60208,42.058600,-87.684500
60209,42.049700,-87.679400
60301,41.888600,-87.798600
60302,41.892500,-87.789500
60303,41.885000,-87.784500
60304,41.872500,-87.787700
60305,41.895100,-87.815900
60402,41.834700,-87.791400
60406,41.658200,-87.679500
60409,41.615300,-87.548300
60411,41.508700,-87.590400
60412,41.506100,-87.635600
60415,41.701700,-87.777400
60418,41.644600,-87.741500
60419,41.625700,-87.598000
60422,41.540600,-87.683700
60425,41.546700,-87.612600
60426,41.610300,-87.653400
60429,41.573800,-87.684900
60430,41.555600,-87.661600
60438,41.566000,-87.544600
60443,41.510200,-87.740600
60445,41.635000,-87.736200
60452,41.607700,-87.754200
60453,41.714300,-87.751600
60454,41.811900,-87.687300
60455,41.743100,-87.806600
60456,41.731100,-87.731500
60457,41.726200,-87.828900
60458,41.744700,-87.834600
60459,41.744700,-87.769900
60461,41.513400,-87.674200
60462,41.619400,-87.842300
60463,41.662100,-87.792700
60464,41.662400,-87.852100
60465,41.700400,-87.826300
60466,41.479000,-87.682800
60467,41.601800,-87.889900
60469,41.627700,-87.687200
60471,41.481900,-87.723800
60472,41.642300,-87.708900
60473,41.597900,-87.593800
60475,41.468600,-87.638600
60476,41.572700,-87.607800
60477,41.582500,-87.805000
60478,41.563700,-87.724700
60480,41.736400,-87.878600
60482,41.689500,-87.786300
60499,41.811900,-87.687300
60501,41.780100,-87.824000
60513,41.821700,-87.849200
60525,41.784200,-87.868900
60526,41.831800,-87.874000
60534,41.813000,-87.823600
60546,41.837900,-87.821300
60558,41.804900,-87.899500
60601,41.885800,-87.618100
60602,41.882900,-87.632100
60603,41.879800,-87.628500
60604,41.878500,-87.633000
60605,41.871300,-87.627700
60606,41.886800,-87.638600
60607,41.872100,-87.657800
60608,41.851500,-87.669400
60609,41.809700,-87.653300
60610,41.903300,-87.633600
60611,41.897100,-87.622300
60612,41.880500,-87.687300
60613,41.954300,-87.657500
60614,41.922900,-87.648300
60615,41.802200,-87.600600
60616,41.842600,-87.630600
60617,41.725700,-87.556000
60618,41.946400,-87.704200
60619,41.745800,-87.605400
60620,41.741100,-87.654300
60621,41.775000,-87.642100
60622,41.901900,-87.677900
60623,41.849000,-87.715700
60624,41.880400,-87.722300
60625,41.970300,-87.704200
60626,42.009500,-87.668900
60628,41.693400,-87.624300
60629,41.778100,-87.706900
60630,41.969900,-87.760300
60631,41.995100,-87.808200
60632,41.809300,-87.705200
60633,41.664200,-87.561200
60634,41.946300,-87.806100
60636,41.776000,-87.667400
60637,41.781300,-87.605100
60638,41.781400,-87.770500
60639,41.920200,-87.753500
60640,41.971900,-87.662400
60641,41.945300,-87.747400
60642,41.900800,-87.652800
60643,41.699600,-87.662800
60644,41.882900,-87.758200
60645,42.008600,-87.694700
60646,41.993000,-87.759600
60647,41.920900,-87.704300
60649,41.762000,-87.570300
60651,41.902500,-87.739300
60652,41.745400,-87.713500
60653,41.819600,-87.612600
60654,41.892300,-87.637300
60655,41.694800,-87.703800
60656,41.973500,-87.865800
60657,41.939900,-87.652800
60659,41.997200,-87.716600
60660,41.990900,-87.662900
60661,41.881400,-87.643000
60664,41.811900,-87.687300
60666,41.850000,-87.650100
60668,41.811900,-87.687300
60669,41.811900,-87.687300
60670,41.811900,-87.687300
60673,41.811900,-87.687300
60674,41.811900,-87.687300
60675,41.811900,-87.687300
60677,41.811900,-87.687300
60678,41.811900,-87.687300
60680,41.811900,-87.687300
60681,41.811900,-87.687300
60682,41.837000,-87.685000
60684,41.811900,-87.687300
60685,41.811900,-87.687300
60686,41.875600,-87.637800
60687,41.811900,-87.687300
60688,41.872400,-87.668800
60689,41.874500,-87.635300
60690,41.811900,-87.687300
60691,41.811900,-87.687300
60693,41.850000,-87.650100
60694,41.811900,-87.687300
60695,41.883900,-87.631700
60696,41.868400,-87.664900
60697,41.811900,-87.687300
60699,41.811900,-87.687300
60701,41.811900,-87.687300
60706,41.964300,-87.816200
60707,41.923200,-87.818500
60712,42.008000,-87.736100
60714,42.031200,-87.811200
60803,41.672100,-87.735700
60804,41.837800,-87.760200
60805,41.722000,-87.702400
60827,41.649600,-87.630100
62413,39.117900,-87.802900
62427,38.909600,-87.683700
62433,39.106400,-87.669500
62449,39.001000,-87.895000
62451,39.002800,-87.615700
62454,39.007000,-87.748400
62464,38.989800,-87.839600
62478,39.193800,-87.713100
62428,39.274000,-88.124600
62435,39.374300,-88.244500
62436,39.207600,-88.247400
62447,39.322000,-88.450300
62468,39.277200,-88.246800
60111,42.008600,-88.830600
60112,41.920000,-88.688700
60115,41.900800,-88.754800
60129,42.022500,-88.943900
60135,42.098100,-88.690800
60145,42.105700,-88.769500
60146,42.101400,-88.868500
60150,41.918300,-88.868800
60178,41.991100,-88.692800
60520,41.769100,-88.644800
60548,41.635300,-88.639300
60550,41.763800,-88.875200
60552,41.638300,-88.681600
60556,41.750400,-88.775400
61727,40.148700,-88.962700
61735,40.184800,-88.763700
61749,40.096700,-89.085900
61750,40.123500,-88.859700
61777,40.232300,-88.967300
61778,40.243700,-89.114300
61842,40.244700,-88.663400
61882,40.117700,-88.753100
61910,39.687000,-88.303700
61911,39.707700,-88.455500
61913,39.804400,-88.449400
61919,39.800000,-88.146800
61930,39.701800,-88.148600
61941,39.800900,-88.078400
61942,39.784800,-88.000100
61953,39.799500,-88.281600
61956,39.868700,-88.161600
60101,41.933500,-88.005400
60105,41.955000,-87.940100
60106,41.950100,-87.945000
60108,41.948300,-88.078200
60116,41.912500,-88.134800
60117,41.839700,-88.088700
60126,41.892700,-87.941000
60128,41.839700,-88.088700
60132,41.839700,-88.088700
60133,41.999500,-88.145100
60137,41.866100,-88.064800
60138,41.877500,-88.067000
60139,41.920500,-88.079300
60143,41.972000,-88.020200
60148,41.872100,-88.016000
60157,41.981400,-88.051200
60172,41.979800,-88.085700
60181,41.879900,-87.978200
60184,41.952500,-88.253600
60185,41.888600,-88.202200
60186,41.884800,-88.204000
60187,41.872400,-88.112300
60188,41.917800,-88.137000
60189,41.839700,-88.088700
60190,41.874400,-88.151600
60191,41.960200,-87.981000
60197,41.912500,-88.134800
60199,41.839700,-88.088700
60399,41.954500,-87.937700
60439,41.707400,-87.975600
60504,41.752300,-88.245300
60514,41.796500,-87.956900
60515,41.803400,-88.013800
60516,41.760200,-88.015900
60517,41.751800,-88.048900
60519,41.777500,-88.242800
60521,41.800100,-87.928700
60522,41.839700,-88.088700
60523,41.837100,-87.963800
60527,41.744700,-87.933400
60532,41.786200,-88.087900
60540,41.766200,-88.141000
60555,41.828000,-88.192100
60559,41.772800,-87.975700
60561,41.743400,-87.980500
60563,41.789500,-88.169000
60565,41.732800,-88.128200
60566,41.839700,-88.088700
60567,41.785900,-88.147300
60569,41.812200,-88.217200
60572,41.760600,-88.320100
60598,41.839700,-88.088700
60599,41.839700,-88.088700
61917,39.692300,-87.926300
61924,39.799600,-87.655600
61932,39.800900,-87.874700
61933,39.552500,-87.935200
61940,39.800800,-87.795500
61944,39.613200,-87.697600
61949,39.645300,-87.861700
61955,39.581100,-87.588900
62476,38.520900,-88.004800
62806,38.374000,-88.063600
62815,38.449000,-88.002500
62818,38.376400,-87.992800
62833,38.365000,-88.133500
62401,39.121700,-88.561100
62411,39.063400,-88.748100
62414,39.183500,-88.803800
62424,39.031900,-88.407400
62426,38.902100,-88.664500
62443,38.964500,-88.623400
62445,39.157300,-88.335000
62461,39.188100,-88.641800
62467,39.132000,-88.476700
62473,38.990600,-88.558400
62011,39.112800,-89.212500
62080,39.144500,-89.108700
62247,38.943400,-89.168400
62418,38.989100,-88.949400
62458,39.031500,-88.855200
62471,38.943900,-89.104100
62838,38.846900,-88.761400
62880,38.869700,-88.856000
62885,38.844600,-89.079000
60919,40.981900,-88.192100
60933,40.464800,-88.271200
60936,40.465900,-88.360900
60946,40.912600,-88.209000
60952,40.571400,-88.255100
60957,40.456500,-88.099000
60959,40.755600,-88.187300
60962,40.619300,-88.180400
61773,40.582300,-88.381500
62812,38.000000,-88.922700
62819,37.976400,-89.020900
62822,37.984900,-89.057400
62825,37.994600,-89.067200
62836,38.070200,-88.850400
62840,37.994300,-88.941700
62856,37.955900,-88.840300
62865,37.968700,-89.115900
62874,37.918200,-88.976700
62884,38.089400,-89.057400
62890,37.880400,-88.768400
62891,38.022200,-89.035100
62896,37.897900,-88.930700
62897,38.087200,-88.901400
62983,37.879000,-89.114100
62999,37.899100,-89.052300
61415,40.654900,-90.446100
61427,40.499500,-90.181100
61431,40.604700,-90.287500
61432,40.644200,-90.165300
61433,40.560300,-90.179800
61441,40.359400,-90.296700
61459,40.497800,-90.388500
61477,40.485500,-90.285600
61482,40.378400,-90.423900
61484,40.306200,-90.422000
61501,40.231100,-90.344300
61519,40.466300,-90.091000
61520,40.560100,-90.024200
61524,40.491200,-90.031800
61531,40.683200,-90.035000
61542,40.383000,-90.156300
61543,40.390200,-90.002600
61544,40.695000,-90.261600
61553,40.625900,-90.032300
61563,40.491200,-90.050500
62867,37.899900,-88.128500
62871,37.890400,-88.286500
62934,37.727800,-88.344500
62954,37.695200,-88.249100
62979,37.804200,-88.261200
62984,37.713200,-88.178500
62016,39.300900,-90.409200
62027,39.283600,-90.532900
62044,39.349100,-90.208900
62050,39.467400,-90.512800
62054,39.203700,-90.371900
62078,39.480600,-90.482900
62081,39.283100,-90.255800
62082,39.484600,-90.349800
62092,39.428800,-90.401900
62098,39.376200,-90.293300
60407,41.228800,-88.269000
60416,41.290800,-88.282300
60424,41.177500,-88.338000
60437,41.163100,-88.553500
60444,41.226400,-88.421700
60447,41.461500,-88.278600
60450,41.367200,-88.417800
60474,41.172800,-88.276700
60479,41.250100,-88.517000
62817,37.954600,-88.467800
62828,38.197500,-88.636300
62829,37.995000,-88.491700
62859,38.093900,-88.528600
62860,38.013000,-88.696100
61450,40.584600,-90.968700
62311,40.234100,-90.955400
62313,40.328300,-91.197000
62316,40.234100,-91.070500
62321,40.412900,-91.100500
62329,40.571400,-91.168200
62330,40.572000,-91.125500
62334,40.395000,-91.249600
62336,40.468900,-91.170400
62341,40.396400,-91.339000
62354,40.526100,-91.331800
62358,40.597800,-91.299100
62367,40.323600,-90.967200
62373,40.286500,-91.372600
62379,40.354400,-91.434800
62380,40.255000,-91.182600
62919,37.469200,-88.165300
62931,37.466500,-88.286700
62955,37.500800,-88.238300
62982,37.424000,-88.346200
61418,40.853100,-90.856100
61425,40.755100,-91.056400
61437,40.837700,-90.994100
61454,40.676100,-91.039100
61460,40.761800,-90.857000
61469,40.944200,-90.930200
61471,40.695900,-90.827400
61480,40.752300,-90.925700
61233,41.295400,-90.290500
61234,41.398000,-89.912900
61235,41.416200,-90.022500
61238,41.311400,-90.180500
61241,41.488500,-90.321000
61254,41.468800,-90.171100
61258,41.522000,-89.912200
61262,41.288800,-90.330400
61273,41.363400,-90.384900
61274,41.363700,-90.268100
61413,41.193000,-90.382100
61419,41.197700,-90.118300
61434,41.165600,-90.048100
61443,41.241100,-89.927400
61468,41.252500,-90.387600
61490,41.184900,-90.283300
60911,40.884400,-87.941100
60912,40.967200,-87.621700
60918,40.601800,-88.036100
60922,41.025400,-87.895900
60924,40.585800,-87.875900
60926,40.567600,-87.804000
60927,40.939400,-87.920200
60928,40.741700,-87.849000
60930,40.824400,-87.986800
60931,40.889100,-87.604600
60938,40.768000,-87.993300
60939,40.567300,-87.784500
60945,40.826900,-87.584700
60948,40.524100,-88.092700
60951,40.905200,-87.744300
60953,40.629300,-87.685300
60955,40.712000,-87.995800
60956,40.967000,-87.716100
60966,40.780300,-87.573600
60967,40.614500,-87.592800
60968,40.684000,-88.099900
60970,40.773400,-87.730900
60973,40.533900,-87.656100
60974,40.715100,-87.730700
62901,37.720000,-89.215800
62902,37.663600,-89.117300
62903,37.670400,-89.277800
62907,37.879300,-89.465400
62916,37.922800,-89.579900
62924,37.814700,-89.221800
62927,37.939800,-89.237900
62932,37.915500,-89.233600
62940,37.740600,-89.444000
62942,37.632200,-89.499900
62950,37.743700,-89.544400
62958,37.617600,-89.209000
62966,37.765500,-89.331700
62971,37.865100,-89.383400
62975,37.650100,-89.369300
62994,37.905100,-89.326900
62432,39.122800,-88.139700
62448,38.984700,-88.170400
62459,38.928000,-88.029100
62475,38.895000,-88.097900
62479,39.018200,-88.317500
62480,38.975700,-88.017200
62481,39.130000,-88.010500
62810,38.215300,-88.755800
62814,38.353100,-88.758700
62816,38.198000,-88.922900
62830,38.433300,-88.965700
62846,38.152700,-88.889400
62864,38.317000,-88.910500
62866,38.165400,-88.967600
62872,38.275000,-88.775000
62883,38.173100,-89.092700
62889,38.425000,-88.870200
62894,38.208900,-89.039000
62898,38.384400,-89.074500
62012,39.036100,-90.144300
62022,39.031200,-90.301100
62028,38.959400,-90.354100
62030,39.154600,-90.164200
62031,39.108600,-90.529700
62037,39.002100,-90.432300
62052,39.121300,-90.333800
62063,39.198600,-90.154200
61001,42.471400,-90.120100
61025,42.487500,-90.604600
61028,42.308900,-90.198600
61036,42.418200,-90.419500
61041,42.259400,-90.289700
61059,42.455800,-89.945400
61075,42.471500,-90.258000
61085,42.349200,-90.020200
61087,42.489000,-89.986000
62908,37.326600,-88.950700
